seed,step,case_id,draw,proxy,raw_proxy,quality,concern,action_score,flagged,words,empathy_hits
19,0,p037,13,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p037,14,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p037,15,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,0,p038,0,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p038,1,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p038,2,9.04,4.52,100.0,1.0,1.0,0,29.0,1.0
19,0,p038,3,18.14,9.07,100.0,1.0,1.0,0,34.0,1.0
19,0,p038,4,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p038,5,9.04,4.52,100.0,1.0,1.0,0,29.0,1.0
19,0,p038,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p038,7,11.4,5.7,20.0,0.0,0.0,0,10.0,1.0
19,0,p038,8,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p038,9,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p038,10,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p038,11,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,0,p038,12,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p038,13,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p038,14,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,0,p038,15,11.72,5.86,20.0,0.0,0.0,0,12.0,1.0
19,0,p039,0,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p039,1,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p039,2,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,0,p039,3,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,0,p039,4,18.14,9.07,100.0,1.0,1.0,0,34.0,1.0
19,0,p039,5,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p039,6,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,0,p039,7,100.0,53.239999999999995,58.68421052631579,1.0,0.0,1,73.0,16.0
19,0,p039,8,32.28,16.14,98.33333333333333,1.0,1.0,0,43.0,2.0
19,0,p039,9,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p039,10,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,0,p039,11,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,0,p039,12,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,0,p039,13,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,0,p039,14,11.26,5.63,20.0,0.0,0.0,0,11.0,1.0
19,0,p039,15,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p040,0,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p040,1,27.7,13.85,20.0,0.0,0.0,1,20.0,4.0
19,0,p040,2,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p040,3,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p040,4,17.36,8.68,20.0,0.0,0.0,1,16.0,2.0
19,0,p040,5,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,0,p040,6,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p040,7,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,0,p040,8,20.36,10.18,20.0,0.0,0.0,0,16.0,1.0
19,0,p040,9,11.4,5.7,20.0,0.0,0.0,0,10.0,1.0
19,0,p040,10,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p040,11,35.06,17.53,100.0,1.0,1.0,0,46.0,4.0
19,0,p040,12,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,0,p040,13,15.14,7.57,100.0,1.0,1.0,0,34.0,2.0
19,0,p040,14,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,0,p040,15,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p041,0,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p041,1,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p041,2,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p041,3,29.8,14.9,17.5,0.0,0.0,1,25.0,1.0
19,0,p041,4,9.04,4.52,100.0,1.0,1.0,0,29.0,1.0
19,0,p041,5,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p041,6,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p041,7,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,0,p041,8,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,0,p041,9,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p041,10,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,0,p041,11,44.879999999999995,22.439999999999998,95.71428571428571,1.0,1.0,1,53.0,1.0
19,0,p041,12,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p041,13,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,0,p041,14,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,0,p041,15,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p042,0,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,0,p042,1,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p042,2,45.34,22.67,95.71428571428571,1.0,1.0,1,54.0,1.0
19,0,p042,3,15.14,7.57,100.0,1.0,1.0,0,34.0,2.0
19,0,p042,4,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,0,p042,5,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p042,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p042,7,14.36,7.18,100.0,1.0,1.0,0,31.0,2.0
19,0,p042,8,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p042,9,25.479999999999997,12.739999999999998,100.0,1.0,1.0,0,38.0,4.0
19,0,p042,10,25.96,12.98,100.0,1.0,1.0,0,41.0,4.0
19,0,p042,11,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,0,p042,12,34.44,17.22,100.0,1.0,1.0,0,44.0,4.0
19,0,p042,13,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p042,14,12.82,6.41,100.0,1.0,1.0,0,32.0,0.0
19,0,p042,15,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,0,p043,0,17.52,8.76,20.0,0.0,0.0,0,17.0,2.0
19,0,p043,1,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,0,p043,2,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,0,p043,3,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,0,p043,4,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p043,5,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,0,p043,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p043,7,34.92,17.46,100.0,1.0,1.0,1,47.0,4.0
19,0,p043,8,17.36,8.68,20.0,0.0,0.0,1,16.0,2.0
19,0,p043,9,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p043,10,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p043,11,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,0,p043,12,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p043,13,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,0,p043,14,25.799999999999997,12.899999999999999,100.0,1.0,1.0,0,40.0,4.0
19,0,p043,15,4.180000000000001,2.0900000000000003,100.0,1.0,1.0,0,28.0,0.0
19,0,p044,0,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,0,p044,1,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,0,p044,2,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,0,p044,3,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,0,p044,4,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,0,p044,5,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,0,p044,6,14.98,7.49,100.0,1.0,1.0,0,33.0,2.0
19,0,p044,7,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,0,p044,8,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p044,9,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,0,p044,10,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,0,p044,11,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p044,12,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,0,p044,13,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p044,14,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p044,15,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,0,p045,0,28.18,14.09,20.0,0.0,0.0,1,23.0,4.0
19,0,p045,1,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p045,2,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,0,p045,3,27.9,13.95,98.0,1.0,1.0,0,45.0,1.0
19,0,p045,4,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p045,5,23.939999999999998,11.969999999999999,100.0,1.0,1.0,0,39.0,2.0
19,0,p045,6,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p045,7,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p045,8,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,0,p045,9,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p045,10,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p045,11,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,0,p045,12,18.32,9.16,100.0,1.0,1.0,0,37.0,1.0
19,0,p045,13,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p045,14,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,0,p045,15,23.939999999999998,11.969999999999999,100.0,1.0,1.0,0,39.0,2.0
19,0,p046,0,16.880000000000003,8.440000000000001,20.0,0.0,0.0,1,13.0,2.0
19,0,p046,1,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p046,2,19.4,9.7,100.0,1.0,1.0,0,40.0,1.0
19,0,p046,3,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p046,4,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p046,5,13.76,6.88,100.0,1.0,1.0,0,36.0,0.0
19,0,p046,6,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p046,7,19.560000000000002,9.780000000000001,100.0,1.0,1.0,0,41.0,1.0
19,0,p046,8,25.04,12.52,100.0,1.0,1.0,0,44.0,2.0
19,0,p046,9,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p046,10,19.560000000000002,9.780000000000001,100.0,1.0,1.0,0,41.0,1.0
19,0,p046,11,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p046,12,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p046,13,48.2,24.1,97.0,1.0,1.0,1,55.0,8.0
19,0,p046,14,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p046,15,16.880000000000003,8.440000000000001,20.0,0.0,0.0,1,13.0,2.0
19,0,p047,0,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
19,0,p047,1,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p047,2,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p047,3,19.4,9.7,100.0,1.0,1.0,0,40.0,1.0
19,0,p047,4,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
19,0,p047,5,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
19,0,p047,6,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
19,0,p047,7,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,0,p047,8,16.08,8.04,100.0,1.0,1.0,0,38.0,2.0
19,0,p047,9,15.600000000000001,7.800000000000001,100.0,1.0,1.0,0,35.0,2.0
19,0,p047,10,16.240000000000002,8.120000000000001,100.0,1.0,1.0,0,39.0,2.0
19,0,p047,11,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
19,0,p047,12,11.4,5.7,20.0,0.0,0.0,0,10.0,1.0
19,0,p047,13,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,0,p047,14,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p047,15,4.8,2.4,100.0,1.0,1.0,0,30.0,0.0
19,0,p048,0,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p048,1,16.08,8.04,100.0,1.0,1.0,0,38.0,2.0
19,0,p048,2,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p048,3,10.280000000000001,5.140000000000001,100.0,1.0,1.0,0,33.0,1.0
19,0,p048,4,28.2,14.1,98.0,1.0,1.0,0,45.0,1.0
19,0,p048,5,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p048,6,35.86,17.93,100.0,1.0,1.0,1,51.0,4.0
19,0,p048,7,26.32,13.16,20.0,0.0,0.0,0,22.0,2.0
19,0,p048,8,48.82000000000001,24.410000000000004,97.0,1.0,1.0,1,57.0,8.0
19,0,p048,9,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,0,p048,10,4.8,2.4,100.0,1.0,1.0,0,30.0,0.0
19,0,p048,11,28.2,14.1,98.0,1.0,1.0,0,45.0,1.0
19,0,p048,12,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,0,p048,13,13.76,6.88,100.0,1.0,1.0,0,36.0,0.0
19,0,p048,14,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,0,p048,15,28.2,14.1,98.0,1.0,1.0,0,45.0,1.0
19,20,p037,0,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p037,1,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p037,2,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,20,p037,3,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p037,4,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p037,5,20.52,10.26,20.0,0.0,0.0,0,17.0,1.0
19,20,p037,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p037,7,18.0,9.0,100.0,1.0,1.0,0,35.0,1.0
19,20,p037,8,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p037,9,26.1,13.05,100.0,1.0,1.0,0,40.0,4.0
19,20,p037,10,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p037,11,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,20,p037,12,16.9,8.45,20.0,0.0,0.0,1,15.0,2.0
19,20,p037,13,18.14,9.07,100.0,1.0,1.0,0,34.0,1.0
19,20,p037,14,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p037,15,27.259999999999998,13.629999999999999,98.0,1.0,1.0,0,41.0,1.0
19,20,p038,0,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p038,1,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p038,2,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,20,p038,3,23.32,11.66,100.0,1.0,1.0,0,37.0,2.0
19,20,p038,4,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p038,5,9.04,4.52,100.0,1.0,1.0,0,29.0,1.0
19,20,p038,6,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p038,7,11.4,5.7,20.0,0.0,0.0,0,10.0,1.0
19,20,p038,8,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p038,9,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,20,p038,10,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p038,11,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,20,p038,12,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p038,13,23.32,11.66,100.0,1.0,1.0,0,37.0,2.0
19,20,p038,14,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,20,p038,15,11.72,5.86,20.0,0.0,0.0,0,12.0,1.0
19,20,p039,0,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p039,1,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p039,2,24.1,12.05,100.0,1.0,1.0,0,40.0,2.0
19,20,p039,3,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,20,p039,4,23.32,11.66,100.0,1.0,1.0,0,37.0,2.0
19,20,p039,5,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p039,6,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,20,p039,7,100.0,53.239999999999995,58.68421052631579,1.0,0.0,1,73.0,16.0
19,20,p039,8,32.28,16.14,98.33333333333333,1.0,1.0,0,43.0,2.0
19,20,p039,9,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,20,p039,10,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p039,11,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,20,p039,12,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p039,13,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,20,p039,14,11.26,5.63,20.0,0.0,0.0,0,11.0,1.0
19,20,p039,15,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p040,0,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,20,p040,1,27.7,13.85,20.0,0.0,0.0,1,20.0,4.0
19,20,p040,2,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p040,3,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p040,4,17.36,8.68,20.0,0.0,0.0,1,16.0,2.0
19,20,p040,5,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,20,p040,6,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p040,7,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p040,8,20.36,10.18,20.0,0.0,0.0,0,16.0,1.0
19,20,p040,9,11.4,5.7,20.0,0.0,0.0,0,10.0,1.0
19,20,p040,10,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p040,11,35.06,17.53,100.0,1.0,1.0,0,46.0,4.0
19,20,p040,12,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p040,13,24.1,12.05,100.0,1.0,1.0,0,40.0,2.0
19,20,p040,14,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,20,p040,15,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p041,0,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,20,p041,1,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p041,2,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p041,3,29.8,14.9,17.5,0.0,0.0,1,25.0,1.0
19,20,p041,4,9.04,4.52,100.0,1.0,1.0,0,29.0,1.0
19,20,p041,5,9.34,4.67,100.0,1.0,1.0,0,29.0,1.0
19,20,p041,6,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p041,7,3.8600000000000003,1.9300000000000002,100.0,1.0,1.0,0,26.0,0.0
19,20,p041,8,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,20,p041,9,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p041,10,11.88,5.94,20.0,0.0,0.0,0,13.0,1.0
19,20,p041,11,44.879999999999995,22.439999999999998,95.71428571428571,1.0,1.0,1,53.0,1.0
19,20,p041,12,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p041,13,9.18,4.59,100.0,1.0,1.0,0,28.0,1.0
19,20,p041,14,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,20,p041,15,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p042,0,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,20,p042,1,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,20,p042,2,45.34,22.67,95.71428571428571,1.0,1.0,1,54.0,1.0
19,20,p042,3,15.14,7.57,100.0,1.0,1.0,0,34.0,2.0
19,20,p042,4,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,20,p042,5,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p042,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p042,7,14.36,7.18,100.0,1.0,1.0,0,31.0,2.0
19,20,p042,8,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p042,9,47.260000000000005,23.630000000000003,97.0,1.0,1.0,1,51.0,8.0
19,20,p042,10,25.96,12.98,100.0,1.0,1.0,0,41.0,4.0
19,20,p042,11,18.3,9.15,100.0,1.0,1.0,0,35.0,1.0
19,20,p042,12,34.44,17.22,100.0,1.0,1.0,0,44.0,4.0
19,20,p042,13,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p042,14,12.82,6.41,100.0,1.0,1.0,0,32.0,0.0
19,20,p042,15,11.56,5.78,20.0,0.0,0.0,0,11.0,1.0
19,20,p043,0,17.52,8.76,20.0,0.0,0.0,0,17.0,2.0
19,20,p043,1,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,20,p043,2,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,20,p043,3,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,20,p043,4,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p043,5,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,20,p043,6,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p043,7,34.92,17.46,100.0,1.0,1.0,1,47.0,4.0
19,20,p043,8,27.86,13.93,20.0,0.0,0.0,1,21.0,4.0
19,20,p043,9,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p043,10,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p043,11,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,20,p043,12,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,20,p043,13,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,20,p043,14,25.799999999999997,12.899999999999999,100.0,1.0,1.0,0,40.0,4.0
19,20,p043,15,13.14,6.57,100.0,1.0,1.0,0,34.0,0.0
19,20,p044,0,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,20,p044,1,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p044,2,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p044,3,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,20,p044,4,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,20,p044,5,9.82,4.91,100.0,1.0,1.0,0,32.0,1.0
19,20,p044,6,14.98,7.49,100.0,1.0,1.0,0,33.0,2.0
19,20,p044,7,9.66,4.83,100.0,1.0,1.0,0,31.0,1.0
19,20,p044,8,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p044,9,18.619999999999997,9.309999999999999,100.0,1.0,1.0,0,37.0,1.0
19,20,p044,10,6.080000000000001,3.0400000000000005,20.0,0.0,0.0,0,8.0,0.0
19,20,p044,11,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p044,12,9.36,4.68,100.0,1.0,1.0,0,31.0,1.0
19,20,p044,13,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p044,14,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p044,15,18.46,9.23,100.0,1.0,1.0,0,36.0,1.0
19,20,p045,0,28.18,14.09,20.0,0.0,0.0,1,23.0,4.0
19,20,p045,1,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p045,2,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,20,p045,3,45.82000000000001,22.910000000000004,95.71428571428571,1.0,1.0,1,57.0,1.0
19,20,p045,4,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,20,p045,5,23.939999999999998,11.969999999999999,100.0,1.0,1.0,0,39.0,2.0
19,20,p045,6,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,20,p045,7,9.98,4.99,100.0,1.0,1.0,0,33.0,1.0
19,20,p045,8,15.62,7.81,100.0,1.0,1.0,0,37.0,2.0
19,20,p045,9,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p045,10,18.939999999999998,9.469999999999999,100.0,1.0,1.0,0,39.0,1.0
19,20,p045,11,9.5,4.75,100.0,1.0,1.0,0,30.0,1.0
19,20,p045,12,18.32,9.16,100.0,1.0,1.0,0,37.0,1.0
19,20,p045,13,15.459999999999999,7.7299999999999995,100.0,1.0,1.0,0,36.0,2.0
19,20,p045,14,14.68,7.34,100.0,1.0,1.0,0,33.0,2.0
19,20,p045,15,23.939999999999998,11.969999999999999,100.0,1.0,1.0,0,39.0,2.0
19,20,p046,0,16.880000000000003,8.440000000000001,20.0,0.0,0.0,1,13.0,2.0
19,20,p046,1,15.3,7.65,100.0,1.0,1.0,0,35.0,2.0
19,20,p046,2,28.36,14.18,98.0,1.0,1.0,0,46.0,1.0
19,20,p046,3,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,20,p046,4,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,20,p046,5,13.76,6.88,100.0,1.0,1.0,0,36.0,0.0
19,20,p046,6,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,20,p046,7,19.560000000000002,9.780000000000001,100.0,1.0,1.0,0,41.0,1.0
19,20,p046,8,35.54,17.77,100.0,1.0,1.0,1,49.0,4.0
19,20,p046,9,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,20,p046,10,19.560000000000002,9.780000000000001,100.0,1.0,1.0,0,41.0,1.0
19,20,p046,11,10.440000000000001,5.220000000000001,100.0,1.0,1.0,0,34.0,1.0
19,20,p046,12,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,20,p046,13,48.2,24.1,97.0,1.0,1.0,1,55.0,8.0
19,20,p046,14,10.120000000000001,5.0600000000000005,100.0,1.0,1.0,0,32.0,1.0
19,20,p046,15,16.880000000000003,8.440000000000001,20.0,0.0,0.0,1,13.0,2.0
19,20,p047,0,10.600000000000001,5.300000000000001,100.0,1.0,1.0,0,35.0,1.0
