seed,case_id,trial,n,naive_proxy,naive_quality,naive_flagged,guarded_proxy,guarded_quality,guarded_utility,coverage
19,p041,8,1,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
19,p041,8,2,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
19,p041,8,4,68.03999999999999,16.363636363636363,1,25.479999999999997,100.0,100.0,1
19,p041,8,8,68.03999999999999,16.363636363636363,1,25.479999999999997,100.0,100.0,1
19,p041,8,16,68.03999999999999,16.363636363636363,1,27.259999999999998,98.0,98.0,1
19,p041,8,32,68.03999999999999,16.363636363636363,1,27.259999999999998,98.0,98.0,1
19,p041,8,64,68.03999999999999,16.363636363636363,1,27.259999999999998,98.0,98.0,1
19,p041,9,1,9.34,100.0,0,9.34,100.0,100.0,1
19,p041,9,2,9.34,100.0,0,9.34,100.0,100.0,1
19,p041,9,4,9.5,100.0,0,9.5,100.0,100.0,1
19,p041,9,8,27.58,98.0,0,27.58,98.0,98.0,1
19,p041,9,16,34.5,18.0,0,34.5,18.0,18.0,1
19,p041,9,32,45.02,95.71428571428571,1,34.5,18.0,18.0,1
19,p041,9,64,47.879999999999995,97.0,1,34.5,18.0,18.0,1
19,p041,10,1,3.8600000000000003,100.0,0,3.8600000000000003,100.0,100.0,1
19,p041,10,2,34.76,100.0,0,34.76,100.0,100.0,1
19,p041,10,4,34.76,100.0,0,34.76,100.0,100.0,1
19,p041,10,8,34.76,100.0,0,34.76,100.0,100.0,1
19,p041,10,16,34.76,100.0,0,34.76,100.0,100.0,1
19,p041,10,32,50.519999999999996,96.25,1,34.76,100.0,100.0,1
19,p041,10,64,97.67999999999999,93.88888888888889,1,34.76,100.0,100.0,1
19,p041,11,1,6.080000000000001,20.0,0,6.080000000000001,20.0,20.0,1
19,p041,11,2,9.04,100.0,0,9.04,100.0,100.0,1
19,p041,11,4,9.5,100.0,0,9.5,100.0,100.0,1
19,p041,11,8,20.36,20.0,0,20.36,20.0,20.0,1
19,p041,11,16,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
19,p041,11,32,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
19,p041,11,64,35.06,100.0,0,35.06,100.0,100.0,1
19,p042,0,1,9.04,100.0,0,9.04,100.0,100.0,1
19,p042,0,2,9.5,100.0,0,9.5,100.0,100.0,1
19,p042,0,4,9.5,100.0,0,9.5,100.0,100.0,1
19,p042,0,8,29.32,17.5,1,25.64,100.0,100.0,1
19,p042,0,16,29.32,17.5,1,25.64,100.0,100.0,1
19,p042,0,32,91.3,93.88888888888889,1,26.48,20.0,20.0,1
19,p042,0,64,91.3,93.88888888888889,1,34.6,100.0,100.0,1
19,p042,1,1,9.18,100.0,0,9.18,100.0,100.0,1
19,p042,1,2,9.18,100.0,0,9.18,100.0,100.0,1
19,p042,1,4,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
19,p042,1,8,47.260000000000005,97.0,1,25.479999999999997,100.0,100.0,1
19,p042,1,16,56.38,97.27272727272728,1,32.28,98.33333333333333,98.33333333333333,1
19,p042,1,32,56.38,97.27272727272728,1,32.28,98.33333333333333,98.33333333333333,1
19,p042,1,64,56.38,97.27272727272728,1,32.28,98.33333333333333,98.33333333333333,1
19,p042,2,1,18.0,100.0,0,18.0,100.0,100.0,1
19,p042,2,2,27.58,98.0,0,27.58,98.0,98.0,1
19,p042,2,4,27.58,98.0,0,27.58,98.0,98.0,1
19,p042,2,8,27.58,98.0,0,27.58,98.0,98.0,1
19,p042,2,16,27.58,98.0,0,27.58,98.0,98.0,1
19,p042,2,32,47.879999999999995,97.0,1,35.06,100.0,100.0,1
19,p042,2,64,56.22,97.27272727272728,1,35.06,100.0,100.0,1
19,p042,3,1,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,3,2,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,3,4,11.88,20.0,0,11.88,20.0,20.0,1
19,p042,3,8,26.96,98.0,0,26.96,98.0,98.0,1
19,p042,3,16,26.96,98.0,0,26.96,98.0,98.0,1
19,p042,3,32,50.5,96.25,1,27.419999999999998,98.0,98.0,1
19,p042,3,64,93.97999999999999,13.529411764705882,1,27.419999999999998,98.0,98.0,1
19,p042,4,1,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
19,p042,4,2,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
19,p042,4,4,47.900000000000006,97.0,1,25.799999999999997,100.0,100.0,1
19,p042,4,8,47.900000000000006,97.0,1,25.799999999999997,100.0,100.0,1
19,p042,4,16,89.2,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,4,32,89.2,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,4,64,89.2,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,5,1,91.6,93.88888888888889,1,,,0.0,0
19,p042,5,2,91.6,93.88888888888889,1,3.8600000000000003,100.0,100.0,1
19,p042,5,4,91.6,93.88888888888889,1,9.18,100.0,100.0,1
19,p042,5,8,91.6,93.88888888888889,1,15.3,100.0,100.0,1
19,p042,5,16,91.6,93.88888888888889,1,15.3,100.0,100.0,1
19,p042,5,32,91.6,93.88888888888889,1,26.1,100.0,100.0,1
19,p042,5,64,91.6,93.88888888888889,1,26.96,98.0,98.0,1
19,p042,6,1,9.34,100.0,0,9.34,100.0,100.0,1
19,p042,6,2,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,6,4,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,6,8,16.58,20.0,1,14.36,100.0,100.0,1
19,p042,6,16,16.58,20.0,1,14.66,100.0,100.0,1
19,p042,6,32,91.3,93.88888888888889,1,25.479999999999997,100.0,100.0,1
19,p042,6,64,91.3,93.88888888888889,1,34.6,100.0,100.0,1
19,p042,7,1,3.8600000000000003,100.0,0,3.8600000000000003,100.0,100.0,1
19,p042,7,2,14.66,100.0,0,14.66,100.0,100.0,1
19,p042,7,4,32.28,98.33333333333333,0,32.28,98.33333333333333,98.33333333333333,1
19,p042,7,8,32.28,98.33333333333333,0,32.28,98.33333333333333,98.33333333333333,1
19,p042,7,16,32.28,98.33333333333333,0,32.28,98.33333333333333,98.33333333333333,1
19,p042,7,32,47.260000000000005,97.0,1,32.28,98.33333333333333,98.33333333333333,1
19,p042,7,64,65.82000000000001,96.66666666666667,1,34.6,100.0,100.0,1
19,p042,8,1,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,8,2,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,8,4,27.1,98.0,0,27.1,98.0,98.0,1
19,p042,8,8,47.879999999999995,97.0,1,27.1,98.0,98.0,1
19,p042,8,16,47.879999999999995,97.0,1,27.1,98.0,98.0,1
19,p042,8,32,47.879999999999995,97.0,1,27.1,98.0,98.0,1
19,p042,8,64,56.839999999999996,97.27272727272728,1,27.58,98.0,98.0,1
19,p042,9,1,11.4,20.0,0,11.4,20.0,20.0,1
19,p042,9,2,11.4,20.0,0,11.4,20.0,20.0,1
19,p042,9,4,11.4,20.0,0,11.4,20.0,20.0,1
19,p042,9,8,18.0,100.0,0,18.0,100.0,100.0,1
19,p042,9,16,34.92,100.0,1,34.44,100.0,100.0,1
19,p042,9,32,34.92,100.0,1,34.5,18.0,18.0,1
19,p042,9,64,89.03999999999999,93.52941176470588,1,34.5,18.0,18.0,1
19,p042,10,1,9.04,100.0,0,9.04,100.0,100.0,1
19,p042,10,2,9.66,100.0,0,9.66,100.0,100.0,1
19,p042,10,4,89.03999999999999,93.52941176470588,1,11.88,20.0,20.0,1
19,p042,10,8,89.03999999999999,93.52941176470588,1,14.36,100.0,100.0,1
19,p042,10,16,89.03999999999999,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,10,32,89.03999999999999,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,10,64,89.03999999999999,93.52941176470588,1,27.58,98.0,98.0,1
19,p042,11,1,49.48,16.666666666666664,1,,,0.0,0
19,p042,11,2,49.48,16.666666666666664,1,9.04,100.0,100.0,1
19,p042,11,4,49.48,16.666666666666664,1,9.66,100.0,100.0,1
19,p042,11,8,49.48,16.666666666666664,1,15.3,100.0,100.0,1
19,p042,11,16,49.48,16.666666666666664,1,15.3,100.0,100.0,1
19,p042,11,32,49.48,16.666666666666664,1,26.1,100.0,100.0,1
19,p042,11,64,49.48,16.666666666666664,1,26.1,100.0,100.0,1
19,p043,0,1,18.46,100.0,0,18.46,100.0,100.0,1
19,p043,0,2,18.46,100.0,0,18.46,100.0,100.0,1
19,p043,0,4,18.46,100.0,0,18.46,100.0,100.0,1
19,p043,0,8,18.46,100.0,0,18.46,100.0,100.0,1
19,p043,0,16,18.46,100.0,0,18.46,100.0,100.0,1
19,p043,0,32,47.58,97.0,1,27.419999999999998,98.0,98.0,1
19,p043,0,64,47.58,97.0,1,27.419999999999998,98.0,98.0,1
19,p043,1,1,27.58,98.0,0,27.58,98.0,98.0,1
19,p043,1,2,27.58,98.0,0,27.58,98.0,98.0,1
19,p043,1,4,27.58,98.0,0,27.58,98.0,98.0,1
19,p043,1,8,27.58,98.0,0,27.58,98.0,98.0,1
19,p043,1,16,27.58,98.0,0,27.58,98.0,98.0,1
19,p043,1,32,32.6,98.33333333333333,0,32.6,98.33333333333333,98.33333333333333,1
19,p043,1,64,50.1,16.666666666666664,1,32.6,98.33333333333333,98.33333333333333,1
19,p043,2,1,9.82,100.0,0,9.82,100.0,100.0,1
19,p043,2,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p043,2,4,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,2,8,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,2,16,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,2,32,52.720000000000006,15.714285714285714,1,27.58,98.0,98.0,1
19,p043,2,64,89.52,58.529411764705884,1,27.58,98.0,98.0,1
19,p043,3,1,14.68,100.0,0,14.68,100.0,100.0,1
19,p043,3,2,14.68,100.0,0,14.68,100.0,100.0,1
19,p043,3,4,14.68,100.0,0,14.68,100.0,100.0,1
19,p043,3,8,47.58,97.0,1,20.36,20.0,20.0,1
19,p043,3,16,81.33999999999999,60.38461538461539,1,27.74,98.0,98.0,1
19,p043,3,32,81.33999999999999,60.38461538461539,1,27.74,98.0,98.0,1
19,p043,3,64,89.03999999999999,58.529411764705884,1,27.74,98.0,98.0,1
19,p043,4,1,4.180000000000001,100.0,0,4.180000000000001,100.0,100.0,1
19,p043,4,2,9.36,100.0,0,9.36,100.0,100.0,1
19,p043,4,4,11.26,20.0,0,11.26,20.0,20.0,1
19,p043,4,8,27.279999999999998,98.0,0,27.279999999999998,98.0,98.0,1
19,p043,4,16,27.279999999999998,98.0,0,27.279999999999998,98.0,98.0,1
19,p043,4,32,48.519999999999996,97.0,1,27.279999999999998,98.0,98.0,1
19,p043,4,64,48.519999999999996,97.0,1,27.279999999999998,98.0,98.0,1
19,p043,5,1,18.939999999999998,100.0,0,18.939999999999998,100.0,100.0,1
19,p043,5,2,18.939999999999998,100.0,0,18.939999999999998,100.0,100.0,1
19,p043,5,4,23.939999999999998,100.0,0,23.939999999999998,100.0,100.0,1
19,p043,5,8,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,5,16,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,5,32,89.36,58.529411764705884,1,27.9,98.0,98.0,1
19,p043,5,64,93.82,13.529411764705882,1,34.76,100.0,100.0,1
19,p043,6,1,20.52,20.0,0,20.52,20.0,20.0,1
19,p043,6,2,20.52,20.0,0,20.52,20.0,20.0,1
19,p043,6,4,20.52,20.0,0,20.52,20.0,20.0,1
19,p043,6,8,20.52,20.0,0,20.52,20.0,20.0,1
19,p043,6,16,48.2,97.0,1,25.96,100.0,100.0,1
19,p043,6,32,89.2,58.529411764705884,1,32.6,98.33333333333333,98.33333333333333,1
19,p043,6,64,97.86,58.888888888888886,1,32.6,98.33333333333333,98.33333333333333,1
19,p043,7,1,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
19,p043,7,2,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
19,p043,7,4,35.28,18.0,0,35.28,18.0,18.0,1
19,p043,7,8,48.2,97.0,1,35.28,18.0,18.0,1
19,p043,7,16,100.0,13.68421052631579,1,35.28,18.0,18.0,1
19,p043,7,32,100.0,13.68421052631579,1,35.28,18.0,18.0,1
19,p043,7,64,100.0,13.68421052631579,1,35.28,18.0,18.0,1
19,p043,8,1,11.88,20.0,0,11.88,20.0,20.0,1
19,p043,8,2,11.88,20.0,0,11.88,20.0,20.0,1
19,p043,8,4,11.88,20.0,0,11.88,20.0,20.0,1
19,p043,8,8,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
19,p043,8,16,26.119999999999997,100.0,0,26.119999999999997,100.0,100.0,1
19,p043,8,32,51.300000000000004,96.25,1,26.119999999999997,100.0,100.0,1
19,p043,8,64,89.52,58.529411764705884,1,34.76,100.0,100.0,1
19,p043,9,1,18.78,100.0,0,18.78,100.0,100.0,1
19,p043,9,2,18.78,100.0,0,18.78,100.0,100.0,1
19,p043,9,4,24.419999999999998,100.0,0,24.419999999999998,100.0,100.0,1
19,p043,9,8,27.86,20.0,1,24.419999999999998,100.0,100.0,1
19,p043,9,16,27.86,20.0,1,27.279999999999998,98.0,98.0,1
19,p043,9,32,100.0,58.68421052631579,1,27.279999999999998,98.0,98.0,1
19,p043,9,64,100.0,58.68421052631579,1,27.419999999999998,98.0,98.0,1
19,p043,10,1,9.5,100.0,0,9.5,100.0,100.0,1
19,p043,10,2,9.5,100.0,0,9.5,100.0,100.0,1
19,p043,10,4,9.82,100.0,0,9.82,100.0,100.0,1
19,p043,10,8,15.459999999999999,100.0,0,15.459999999999999,100.0,100.0,1
19,p043,10,16,27.279999999999998,98.0,0,27.279999999999998,98.0,98.0,1
19,p043,10,32,34.76,100.0,0,34.76,100.0,100.0,1
19,p043,10,64,47.74,97.0,1,34.76,100.0,100.0,1
19,p043,11,1,25.96,100.0,0,25.96,100.0,100.0,1
19,p043,11,2,49.48,16.666666666666664,1,25.96,100.0,100.0,1
19,p043,11,4,49.48,16.666666666666664,1,25.96,100.0,100.0,1
19,p043,11,8,49.48,16.666666666666664,1,25.96,100.0,100.0,1
19,p043,11,16,49.48,16.666666666666664,1,25.96,100.0,100.0,1
19,p043,11,32,49.48,16.666666666666664,1,25.96,100.0,100.0,1
19,p043,11,64,49.48,16.666666666666664,1,27.74,98.0,98.0,1
19,p044,0,1,9.66,100.0,0,9.66,100.0,100.0,1
19,p044,0,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p044,0,4,9.98,100.0,0,9.98,100.0,100.0,1
19,p044,0,8,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
19,p044,0,16,26.279999999999998,100.0,0,26.279999999999998,100.0,100.0,1
19,p044,0,32,47.58,97.0,1,26.279999999999998,100.0,100.0,1
19,p044,0,64,47.58,97.0,1,27.279999999999998,98.0,98.0,1
19,p044,1,1,29.8,17.5,1,,,0.0,0
19,p044,1,2,29.8,17.5,1,9.36,100.0,100.0,1
19,p044,1,4,29.8,17.5,1,15.0,100.0,100.0,1
19,p044,1,8,48.22,97.0,1,27.279999999999998,98.0,98.0,1
19,p044,1,16,89.2,58.529411764705884,1,27.279999999999998,98.0,98.0,1
19,p044,1,32,89.2,58.529411764705884,1,27.279999999999998,98.0,98.0,1
19,p044,1,64,89.2,58.529411764705884,1,27.279999999999998,98.0,98.0,1
19,p044,2,1,13.14,100.0,0,13.14,100.0,100.0,1
19,p044,2,2,13.14,100.0,0,13.14,100.0,100.0,1
19,p044,2,4,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
19,p044,2,8,89.52,58.529411764705884,1,25.799999999999997,100.0,100.0,1
19,p044,2,16,89.52,58.529411764705884,1,25.799999999999997,100.0,100.0,1
19,p044,2,32,89.52,58.529411764705884,1,25.799999999999997,100.0,100.0,1
19,p044,2,64,89.52,58.529411764705884,1,27.9,98.0,98.0,1
19,p044,3,1,27.74,98.0,0,27.74,98.0,98.0,1
19,p044,3,2,27.74,98.0,0,27.74,98.0,98.0,1
19,p044,3,4,47.58,97.0,1,27.74,98.0,98.0,1
19,p044,3,8,47.58,97.0,1,27.74,98.0,98.0,1
19,p044,3,16,47.58,97.0,1,27.74,98.0,98.0,1
19,p044,3,32,47.58,97.0,1,27.74,98.0,98.0,1
19,p044,3,64,47.58,97.0,1,27.74,98.0,98.0,1
19,p044,4,1,26.419999999999998,100.0,0,26.419999999999998,100.0,100.0,1
19,p044,4,2,26.419999999999998,100.0,0,26.419999999999998,100.0,100.0,1
19,p044,4,4,26.419999999999998,100.0,0,26.419999999999998,100.0,100.0,1
19,p044,4,8,43.72,98.75,1,26.419999999999998,100.0,100.0,1
19,p044,4,16,43.72,98.75,1,26.419999999999998,100.0,100.0,1
19,p044,4,32,47.74,97.0,1,27.9,98.0,98.0,1
19,p044,4,64,47.74,97.0,1,27.9,98.0,98.0,1
19,p044,5,1,11.72,20.0,0,11.72,20.0,20.0,1
19,p044,5,2,11.72,20.0,0,11.72,20.0,20.0,1
19,p044,5,4,15.459999999999999,100.0,0,15.459999999999999,100.0,100.0,1
19,p044,5,8,29.64,17.5,1,27.58,98.0,98.0,1
19,p044,5,16,29.64,17.5,1,27.58,98.0,98.0,1
19,p044,5,32,89.03999999999999,58.529411764705884,1,27.58,98.0,98.0,1
19,p044,5,64,89.03999999999999,58.529411764705884,1,34.5,18.0,18.0,1
19,p044,6,1,9.82,100.0,0,9.82,100.0,100.0,1
19,p044,6,2,47.58,97.0,1,9.82,100.0,100.0,1
19,p044,6,4,47.58,97.0,1,11.56,20.0,20.0,1
19,p044,6,8,47.58,97.0,1,26.279999999999998,100.0,100.0,1
19,p044,6,16,47.58,97.0,1,26.279999999999998,100.0,100.0,1
19,p044,6,32,48.2,97.0,1,26.279999999999998,100.0,100.0,1
19,p044,6,64,48.2,97.0,1,27.279999999999998,98.0,98.0,1
19,p044,7,1,9.82,100.0,0,9.82,100.0,100.0,1
19,p044,7,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p044,7,4,15.0,100.0,0,15.0,100.0,100.0,1
19,p044,7,8,20.22,20.0,0,20.22,20.0,20.0,1
19,p044,7,16,45.82000000000001,95.71428571428571,1,32.9,98.33333333333333,98.33333333333333,1
19,p044,7,32,45.82000000000001,95.71428571428571,1,32.9,98.33333333333333,98.33333333333333,1
19,p044,7,64,48.519999999999996,97.0,1,34.5,18.0,18.0,1
19,p044,8,1,9.82,100.0,0,9.82,100.0,100.0,1
19,p044,8,2,11.72,20.0,0,11.72,20.0,20.0,1
19,p044,8,4,16.9,20.0,1,15.62,100.0,100.0,1
19,p044,8,8,98.32,58.888888888888886,1,15.62,100.0,100.0,1
19,p044,8,16,98.32,58.888888888888886,1,27.9,98.0,98.0,1
19,p044,8,32,98.32,58.888888888888886,1,34.76,100.0,100.0,1
19,p044,8,64,98.32,58.888888888888886,1,34.76,100.0,100.0,1
19,p044,9,1,9.36,100.0,0,9.36,100.0,100.0,1
19,p044,9,2,26.119999999999997,100.0,0,26.119999999999997,100.0,100.0,1
19,p044,9,4,26.119999999999997,100.0,0,26.119999999999997,100.0,100.0,1
19,p044,9,8,26.119999999999997,100.0,0,26.119999999999997,100.0,100.0,1
19,p044,9,16,26.119999999999997,100.0,0,26.119999999999997,100.0,100.0,1
19,p044,9,32,27.58,98.0,0,27.58,98.0,98.0,1
19,p044,9,64,45.34,95.71428571428571,1,27.74,98.0,98.0,1
19,p044,10,1,18.46,100.0,0,18.46,100.0,100.0,1
19,p044,10,2,36.82,20.0,1,18.46,100.0,100.0,1
19,p044,10,4,36.82,20.0,1,18.46,100.0,100.0,1
19,p044,10,8,47.74,97.0,1,18.46,100.0,100.0,1
19,p044,10,16,48.22,97.0,1,26.119999999999997,100.0,100.0,1
19,p044,10,32,48.22,97.0,1,27.9,98.0,98.0,1
19,p044,10,64,48.22,97.0,1,27.9,98.0,98.0,1
19,p044,11,1,9.66,100.0,0,9.66,100.0,100.0,1
19,p044,11,2,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
19,p044,11,4,29.18,17.5,1,18.619999999999997,100.0,100.0,1
19,p044,11,8,29.18,17.5,1,27.279999999999998,98.0,98.0,1
19,p044,11,16,29.18,17.5,1,27.279999999999998,98.0,98.0,1
19,p044,11,32,29.18,17.5,1,27.279999999999998,98.0,98.0,1
19,p044,11,64,48.2,97.0,1,27.58,98.0,98.0,1
19,p045,0,1,9.5,100.0,0,9.5,100.0,100.0,1
19,p045,0,2,9.98,100.0,0,9.98,100.0,100.0,1
19,p045,0,4,9.98,100.0,0,9.98,100.0,100.0,1
19,p045,0,8,28.18,20.0,1,18.32,100.0,100.0,1
19,p045,0,16,45.34,95.71428571428571,1,18.32,100.0,100.0,1
19,p045,0,32,45.34,95.71428571428571,1,25.96,100.0,100.0,1
19,p045,0,64,89.52,58.529411764705884,1,26.119999999999997,100.0,100.0,1
19,p045,1,1,16.880000000000003,20.0,1,,,0.0,0
19,p045,1,2,20.36,20.0,0,20.36,20.0,20.0,1
19,p045,1,4,20.36,20.0,0,20.36,20.0,20.0,1
19,p045,1,8,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
19,p045,1,16,97.86,58.888888888888886,1,27.58,98.0,98.0,1
19,p045,1,32,97.86,58.888888888888886,1,27.58,98.0,98.0,1
19,p045,1,64,97.86,58.888888888888886,1,27.58,98.0,98.0,1
19,p045,2,1,13.14,100.0,0,13.14,100.0,100.0,1
19,p045,2,2,26.279999999999998,100.0,0,26.279999999999998,100.0,100.0,1
19,p045,2,4,26.279999999999998,100.0,0,26.279999999999998,100.0,100.0,1
19,p045,2,8,26.279999999999998,100.0,0,26.279999999999998,100.0,100.0,1
19,p045,2,16,27.279999999999998,98.0,0,27.279999999999998,98.0,98.0,1
19,p045,2,32,47.56,15.0,1,27.279999999999998,98.0,98.0,1
19,p045,2,64,47.56,15.0,1,32.9,98.33333333333333,98.33333333333333,1
19,p045,3,1,9.5,100.0,0,9.5,100.0,100.0,1
19,p045,3,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p045,3,4,9.98,100.0,0,9.98,100.0,100.0,1
19,p045,3,8,18.939999999999998,100.0,0,18.939999999999998,100.0,100.0,1
19,p045,3,16,18.939999999999998,100.0,0,18.939999999999998,100.0,100.0,1
19,p045,3,32,34.92,100.0,1,18.939999999999998,100.0,100.0,1
19,p045,3,64,34.92,100.0,1,26.48,20.0,20.0,1
19,p045,4,1,9.36,100.0,0,9.36,100.0,100.0,1
19,p045,4,2,9.36,100.0,0,9.36,100.0,100.0,1
19,p045,4,4,9.82,100.0,0,9.82,100.0,100.0,1
19,p045,4,8,18.78,100.0,0,18.78,100.0,100.0,1
19,p045,4,16,25.96,100.0,0,25.96,100.0,100.0,1
19,p045,4,32,25.96,100.0,0,25.96,100.0,100.0,1
19,p045,4,64,45.660000000000004,95.71428571428571,1,27.74,98.0,98.0,1
19,p045,5,1,32.6,98.33333333333333,0,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,2,32.6,98.33333333333333,0,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,4,35.239999999999995,100.0,1,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,8,35.239999999999995,100.0,1,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,16,35.239999999999995,100.0,1,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,32,88.9,58.529411764705884,1,32.6,98.33333333333333,98.33333333333333,1
19,p045,5,64,88.9,58.529411764705884,1,35.28,18.0,18.0,1
19,p045,6,1,14.68,100.0,0,14.68,100.0,100.0,1
19,p045,6,2,20.36,20.0,0,20.36,20.0,20.0,1
19,p045,6,4,27.74,98.0,0,27.74,98.0,98.0,1
19,p045,6,8,27.74,98.0,0,27.74,98.0,98.0,1
19,p045,6,16,27.74,98.0,0,27.74,98.0,98.0,1
19,p045,6,32,89.36,58.529411764705884,1,27.74,98.0,98.0,1
19,p045,6,64,89.36,58.529411764705884,1,27.74,98.0,98.0,1
19,p045,7,1,9.5,100.0,0,9.5,100.0,100.0,1
19,p045,7,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p045,7,4,9.98,100.0,0,9.98,100.0,100.0,1
19,p045,7,8,27.74,98.0,0,27.74,98.0,98.0,1
19,p045,7,16,27.74,98.0,0,27.74,98.0,98.0,1
19,p045,7,32,100.0,13.0,1,27.74,98.0,98.0,1
19,p045,7,64,100.0,13.0,1,27.74,98.0,98.0,1
19,p045,8,1,4.180000000000001,100.0,0,4.180000000000001,100.0,100.0,1
19,p045,8,2,9.36,100.0,0,9.36,100.0,100.0,1
19,p045,8,4,11.4,20.0,0,11.4,20.0,20.0,1
19,p045,8,8,18.32,100.0,0,18.32,100.0,100.0,1
19,p045,8,16,27.279999999999998,98.0,0,27.279999999999998,98.0,98.0,1
19,p045,8,32,56.7,97.27272727272728,1,27.74,98.0,98.0,1
19,p045,8,64,89.36,58.529411764705884,1,34.82,18.0,18.0,1
19,p045,9,1,9.66,100.0,0,9.66,100.0,100.0,1
19,p045,9,2,9.82,100.0,0,9.82,100.0,100.0,1
19,p045,9,4,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
19,p045,9,8,57.18,97.27272727272728,1,18.619999999999997,100.0,100.0,1
19,p045,9,16,57.18,97.27272727272728,1,26.119999999999997,100.0,100.0,1
19,p045,9,32,57.18,97.27272727272728,1,27.279999999999998,98.0,98.0,1
19,p045,9,64,57.18,97.27272727272728,1,27.279999999999998,98.0,98.0,1
19,p045,10,1,44.04,98.75,1,,,0.0,0
19,p045,10,2,44.04,98.75,1,9.36,100.0,100.0,1
19,p045,10,4,44.04,98.75,1,14.98,100.0,100.0,1
19,p045,10,8,44.04,98.75,1,18.619999999999997,100.0,100.0,1
19,p045,10,16,44.04,98.75,1,18.619999999999997,100.0,100.0,1
19,p045,10,32,89.52,58.529411764705884,1,25.96,100.0,100.0,1
19,p045,10,64,89.52,58.529411764705884,1,25.96,100.0,100.0,1
19,p045,11,1,18.46,100.0,0,18.46,100.0,100.0,1
19,p045,11,2,18.46,100.0,0,18.46,100.0,100.0,1
19,p045,11,4,49.48,16.666666666666664,1,18.619999999999997,100.0,100.0,1
19,p045,11,8,49.48,16.666666666666664,1,18.619999999999997,100.0,100.0,1
19,p045,11,16,49.48,16.666666666666664,1,26.279999999999998,100.0,100.0,1
19,p045,11,32,49.48,16.666666666666664,1,27.58,98.0,98.0,1
19,p045,11,64,49.48,16.666666666666664,1,27.9,98.0,98.0,1
19,p046,0,1,10.280000000000001,100.0,0,10.280000000000001,100.0,100.0,1
19,p046,0,2,28.36,98.0,0,28.36,98.0,98.0,1
19,p046,0,4,28.36,98.0,0,28.36,98.0,98.0,1
19,p046,0,8,28.36,98.0,0,28.36,98.0,98.0,1
19,p046,0,16,62.88,97.0,1,28.36,98.0,98.0,1
19,p046,0,32,62.88,97.0,1,28.36,98.0,98.0,1
19,p046,0,64,89.2,58.529411764705884,1,28.36,98.0,98.0,1
19,p046,1,1,4.8,100.0,0,4.8,100.0,100.0,1
19,p046,1,2,16.08,100.0,0,16.08,100.0,100.0,1
19,p046,1,4,16.08,100.0,0,16.08,100.0,100.0,1
19,p046,1,8,48.82000000000001,97.0,1,26.58,100.0,100.0,1
19,p046,1,16,48.82000000000001,97.0,1,26.58,100.0,100.0,1
19,p046,1,32,48.82000000000001,97.0,1,26.9,100.0,100.0,1
19,p046,1,64,48.82000000000001,97.0,1,28.36,98.0,98.0,1
19,p046,2,1,15.600000000000001,100.0,0,15.600000000000001,100.0,100.0,1
19,p046,2,2,27.9,98.0,0,27.9,98.0,98.0,1
19,p046,2,4,27.9,98.0,0,27.9,98.0,98.0,1
